exp	acc	target	biosample	synonyms	biorep	techrep	read	read_length	run_type	read_count	url	md5sum	controls	qc_flags
ENCSR000BLK	ENCFF000QHH	SRF	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	36	single-ended	23465135	https://encode-public.s3.amazonaws.com/2012/01/23/2eb5068e-52f4-46c1-bd3f-25cc87e8e3c9/ENCFF000QHH.fastq.gz	cb291288268993a2a612f6e0748fb72e	ENCSR000BLJ	mild to moderate bottlenecking,low read length,low read depth,moderate library complexity
ENCSR000BLK	ENCFF000QHK	SRF	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	36	single-ended	25921701	https://encode-public.s3.amazonaws.com/2012/01/23/05d76a18-68d4-40a9-b412-6bdb68623a08/ENCFF000QHK.fastq.gz	40ad3dd7b116e91560d8c262ba71f967	ENCSR000BLJ	mild to moderate bottlenecking,low read length,low read depth,moderate library complexity
ENCSR157CAU	ENCFF002EEG	ZKSCAN1	HepG2	HepG2 cell,Hep-G2	1	1_1	1	36	single-ended	35228777	https://encode-public.s3.amazonaws.com/2014/07/04/a9f2b9fb-9fb3-4830-9296-a97f5a37ba3e/ENCFF002EEG.fastq.gz	b35b53142ba83439bcfa8a9ce4fef9a9	ENCSR613TDP	low read length
ENCSR157CAU	ENCFF002EEH	ZKSCAN1	HepG2	HepG2 cell,Hep-G2	3	3_1	1	36	single-ended	30687866	https://encode-public.s3.amazonaws.com/2014/07/04/b647ed4e-c027-4080-908b-8718c82ca35d/ENCFF002EEH.fastq.gz	02b8b1967443489db18c2fab3069395e	ENCSR613TDP	low read length
ENCSR623KNM	ENCFF002DZZ	ELK1	A549	A-549,A549 cell	3	3_1	1	36	single-ended	20336048	https://encode-public.s3.amazonaws.com/2014/07/04/b734afe2-9d42-4485-baa7-b21059e447be/ENCFF002DZZ.fastq.gz	4201c3569c975ee25d434bbd1c381362	ENCSR949BZP	mild to moderate bottlenecking,low read length,low read depth
ENCSR623KNM	ENCFF002EAB	ELK1	A549	A-549,A549 cell	1	1_1	1	36	single-ended	27847934	https://encode-public.s3.amazonaws.com/2014/07/04/839aca8d-67c2-48bb-add9-f33914df8d44/ENCFF002EAB.fastq.gz	5573e609dcf0a453401b52c3838c061e	ENCSR949BZP	mild to moderate bottlenecking,low read length,low read depth
ENCSR155VDK	ENCFF040XLF	ZBTB11	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	1	50	single-ended	31086044	https://encode-public.s3.amazonaws.com/2014/12/18/d92030fc-c04b-47fc-88c7-5f56a74bb315/ENCFF040XLF.fastq.gz	9426b610617a37280ab893405384fd8b	ENCSR610GTD,ENCSR511PAE	mild to moderate bottlenecking,moderate library complexity,low read depth,antibody characterized with exemption
ENCSR155VDK	ENCFF300NGT	ZBTB11	MCF-7	MCF7,MCF7 cell,MCF-7 cell	2	2_1	1	50	single-ended	25705763	https://encode-public.s3.amazonaws.com/2014/12/18/42454f2a-1c11-47ab-ab21-c005768db5c2/ENCFF300NGT.fastq.gz	35f4e124e1c906be2c7098bce1eb2b0d	ENCSR610GTD,ENCSR511PAE	mild to moderate bottlenecking,moderate library complexity,low read depth,antibody characterized with exemption
ENCSR000BLR	ENCFF000QFY	SIN3A	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	36	single-ended	34035581	https://encode-public.s3.amazonaws.com/2012/01/23/ede72367-0378-439f-bca7-f65c48689a58/ENCFF000QFY.fastq.gz	a097769d3b4cf57bdd13e0001d0bd107	ENCSR000BLJ	low read length,borderline replicate concordance,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BLR	ENCFF000QGA	SIN3A	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	36	single-ended	43813180	https://encode-public.s3.amazonaws.com/2012/01/23/a37bab61-c388-456b-ab79-b456a2a12834/ENCFF000QGA.fastq.gz	9e18df3f57739452f007b4427357a2e1	ENCSR000BLJ	low read length,borderline replicate concordance,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BLU	ENCFF000OVI	TAF7	H1	H1	1	1_1	1	36	single-ended	18199895	https://encode-public.s3.amazonaws.com/2012/01/23/55e15060-d1ed-4f3f-9013-b5e59f6f49f3/ENCFF000OVI.fastq.gz	f30bc8b7f194e81aa3ba1086149d70f6	ENCSR000BHL	low read length,borderline replicate concordance,inconsistent platforms,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BLU	ENCFF000OVV	TAF7	H1	H1	2	2_1	1	36	single-ended	104083797	https://encode-public.s3.amazonaws.com/2012/01/23/234a64e9-cd41-45db-8ef8-8f5c92e1ce41/ENCFF000OVV.fastq.gz	0e84aa12be3eb7c6878e165ebb72cf23	ENCSR000BHL	low read length,borderline replicate concordance,inconsistent platforms,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR429QPP	ENCFF167VUS	FOXM1	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	22011997	https://encode-public.s3.amazonaws.com/2015/03/31/ba302850-9848-4bbb-bf5d-df2cb4d8ad96/ENCFF167VUS.fastq.gz	ef9fb2388cc56b76fd31c5d147d234a5	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR429QPP	ENCFF007LTF	FOXM1	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	22011997	https://encode-public.s3.amazonaws.com/2015/03/31/2c265f58-971c-43ca-b175-a354c78cd986/ENCFF007LTF.fastq.gz	2a345796ea504f230457a8cf1fe4b080	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR429QPP	ENCFF749GVI	FOXM1	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	29980618	https://encode-public.s3.amazonaws.com/2015/03/31/3b2c1867-8323-42d9-b734-bbaf7385ee99/ENCFF749GVI.fastq.gz	d0b0f4b1bf2f3400a2de361a84bf7897	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR429QPP	ENCFF888ZYM	FOXM1	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	29980618	https://encode-public.s3.amazonaws.com/2015/03/31/891c6563-7392-404a-88ad-4443e5089039/ENCFF888ZYM.fastq.gz	2517665f4c256cbb70cdf9f312fe4f09	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BNU	ENCFF000PWA	ATF3	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	36	single-ended	30348152	https://encode-public.s3.amazonaws.com/2012/01/23/0df03a9a-cd99-4c92-bf4e-e9d5fc6d75f5/ENCFF000PWA.fastq.gz	086560bad3ea9a7d18174a8eaa67fc4e	ENCSR000BLJ	low read length,borderline replicate concordance,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BNU	ENCFF000PWC	ATF3	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	36	single-ended	37520167	https://encode-public.s3.amazonaws.com/2012/01/23/5acd8a7f-f007-4765-a168-1bfb7de3a599/ENCFF000PWC.fastq.gz	42dd51a08ec18fc8f911366cebab1cd8	ENCSR000BLJ	low read length,borderline replicate concordance,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BMT	ENCFF000OQA	NANOG	H1	H1	1	1_1	1	36	single-ended	15329142	https://encode-public.s3.amazonaws.com/2012/01/23/5d8e4dd4-671d-40ee-a6ba-5c7f4ee219a1/ENCFF000OQA.fastq.gz	12446ce8f52c7c09feaac27df2a62d03	ENCSR000BHL	mild to moderate bottlenecking,low read length,low read depth,inconsistent platforms
ENCSR000BMT	ENCFF000OQM	NANOG	H1	H1	2	2_1	1	36	single-ended	63707371	https://encode-public.s3.amazonaws.com/2012/01/23/b56569e6-3699-4b70-959b-9fce398375b5/ENCFF000OQM.fastq.gz	9c2e400bedccce4ffab347623500b3d4	ENCSR000BHL	mild to moderate bottlenecking,low read length,low read depth,inconsistent platforms
ENCSR302AWT	ENCFF795LQA	FOXK2	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	20295664	https://encode-public.s3.amazonaws.com/2014/12/18/bdd31181-0a5d-4210-a6aa-40d48a746059/ENCFF795LQA.fastq.gz	7f81e4271bd8adbf985dba5af3ddedcc	ENCSR173USI,ENCSR554FDZ	low read depth
ENCSR302AWT	ENCFF097VAH	FOXK2	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	20295664	https://encode-public.s3.amazonaws.com/2014/12/18/a4bb0661-df4a-4b40-b3a3-7f47a4e1115b/ENCFF097VAH.fastq.gz	3fea425fad2176632a9bbb1d1cd36b77	ENCSR173USI,ENCSR554FDZ	low read depth
ENCSR302AWT	ENCFF383GMF	FOXK2	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	25921570	https://encode-public.s3.amazonaws.com/2014/12/18/f68ab174-6a9e-4fa8-adf4-e5c3d9f481de/ENCFF383GMF.fastq.gz	e4c42d10cd05a03ac70f247189a41c8d	ENCSR173USI,ENCSR554FDZ	low read depth
ENCSR302AWT	ENCFF441GEH	FOXK2	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	25921570	https://encode-public.s3.amazonaws.com/2014/12/18/de9986bd-0ffc-4b22-abeb-e865a725d7af/ENCFF441GEH.fastq.gz	cb95c3992bd23be4a15bebbedc6aa93a	ENCSR173USI,ENCSR554FDZ	low read depth
ENCSR000EFK	ENCFF000YDX	POLR2A	IMR-90	IMR90	1	1_1	1	36	single-ended	29613298	https://encode-public.s3.amazonaws.com/2012/07/01/7501138c-6e50-4794-9e56-17bf0c1b631c/ENCFF000YDX.fastq.gz	2c01c78e6813259b7d0ac76537200b28	ENCSR000EFL	mild to moderate bottlenecking,low read length,low read depth,missing controlled_by
ENCSR000EFK	ENCFF000YDZ	POLR2A	IMR-90	IMR90	2	2_1	1	36	single-ended	28507537	https://encode-public.s3.amazonaws.com/2012/07/01/46d7dc88-513d-4731-8155-7a8443a2c668/ENCFF000YDZ.fastq.gz	da0c106b63725ca30ad654ed463f8b2c	ENCSR000EFL	mild to moderate bottlenecking,low read length,low read depth,missing controlled_by
ENCSR825MZS	ENCFF957HCW	TAF15	HepG2	HepG2 cell,Hep-G2	1	1_1	1	40	single-ended	26324145	https://encode-public.s3.amazonaws.com/2016/03/21/41bbd3f7-3d7f-41c7-bd74-80034c7541fb/ENCFF957HCW.fastq.gz	0f50c20209a2a6c00933064554c39914	ENCSR748EXO	mild to moderate bottlenecking,low read length,low read depth
ENCSR825MZS	ENCFF530XYO	TAF15	HepG2	HepG2 cell,Hep-G2	2	2_1	1	40	single-ended	20465884	https://encode-public.s3.amazonaws.com/2016/03/21/b78dd4c8-eddb-44d5-9fdc-8f391ba469bf/ENCFF530XYO.fastq.gz	aa14cf65c9701eeb87ddb3d8be318083	ENCSR748EXO	mild to moderate bottlenecking,low read length,low read depth
ENCSR825MZS	ENCFF840WPW	TAF15	HepG2	HepG2 cell,Hep-G2	1	1_1	1	40	single-ended	39039252	https://encode-public.s3.amazonaws.com/2017/01/12/0eefd306-78d3-4283-a4ec-374445e49a49/ENCFF840WPW.fastq.gz	983e97847e1a19b85d0c1c61893d3b2e	ENCSR748EXO	mild to moderate bottlenecking,low read length,low read depth
ENCSR825MZS	ENCFF103IDD	TAF15	HepG2	HepG2 cell,Hep-G2	2	2_1	1	40	single-ended	71326311	https://encode-public.s3.amazonaws.com/2017/01/12/e0b03494-73ae-416d-a6bf-ce9be6797b0e/ENCFF103IDD.fastq.gz	532d674b41fb2b568a577f71abf34f51	ENCSR748EXO	mild to moderate bottlenecking,low read length,low read depth
ENCSR948QLZ	ENCFF665CXV	CBX1	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	50	single-ended	30081180	https://encode-public.s3.amazonaws.com/2014/12/18/f674c02f-171c-405b-9813-0d28078871a5/ENCFF665CXV.fastq.gz	ee34101b64221922c7123b4cbeb8d589	ENCSR000FCA,ENCSR962APM	mild to moderate bottlenecking,low read depth,antibody characterized with exemption
ENCSR948QLZ	ENCFF946BAN	CBX1	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	50	single-ended	23605016	https://encode-public.s3.amazonaws.com/2014/12/18/8674661a-e9a9-4d20-804a-8c038f544efd/ENCFF946BAN.fastq.gz	ddbdf8e5a1fa0578843fe8be2b0e7da2	ENCSR000FCA,ENCSR962APM	mild to moderate bottlenecking,low read depth,antibody characterized with exemption
ENCSR000EBC	ENCFF000WOB	POLR2A	GM18951		4	4_1	1	28	single-ended	5168277	https://encode-public.s3.amazonaws.com/2012/07/01/9f325fd6-d90f-4216-ac94-edcb66ca9d1a/ENCFF000WOB.fastq.gz	2d9351939112ec089bc9bb3625158032	ENCSR000EBE	mild to moderate bottlenecking,extremely low read depth
ENCSR000EBC	ENCFF000WOC	POLR2A	GM18951		2	2_1	1	28	single-ended	8608191	https://encode-public.s3.amazonaws.com/2012/07/01/63590348-67dd-43ad-bc59-d5a008ecc45f/ENCFF000WOC.fastq.gz	961f4230b8f0fc1b47755e71ff38c2d4	ENCSR000EBE	mild to moderate bottlenecking,extremely low read depth
ENCSR000EBC	ENCFF000WOF	POLR2A	GM18951		1	1_1	1	28	single-ended	8729371	https://encode-public.s3.amazonaws.com/2012/07/01/7aed7551-052f-4754-b502-12419846eeb8/ENCFF000WOF.fastq.gz	75eea6882be70c64a087ee3eb92b7a07	ENCSR000EBE	mild to moderate bottlenecking,extremely low read depth
ENCSR000EBC	ENCFF000WOL	POLR2A	GM18951		3	3_1	1	28	single-ended	10301102	https://encode-public.s3.amazonaws.com/2012/07/01/5ac7c4cc-4f54-42aa-93e9-dda33d21d0cb/ENCFF000WOL.fastq.gz	4ab0b66a4cea331800495a64c7f73f70	ENCSR000EBE	mild to moderate bottlenecking,extremely low read depth
ENCSR000EHV	ENCFF000ZRV	EP300	SK-N-SH	SKNSH	1	1_1	1	36	single-ended	31669938	https://encode-public.s3.amazonaws.com/2012/07/01/d0913d0d-9b1d-4451-94ce-1f824728b210/ENCFF000ZRV.fastq.gz	4c82e9a2a9026121480c019e2bb5ad86	ENCSR000EHU	low read length,missing controlled_by
ENCSR000EHV	ENCFF000ZRX	EP300	SK-N-SH	SKNSH	2	2_1	1	36	single-ended	32574170	https://encode-public.s3.amazonaws.com/2012/07/01/48704283-0ab1-460b-acec-d29f044309a1/ENCFF000ZRX.fastq.gz	12660d800de10388dc8fd71b7e1094fc	ENCSR000EHU	low read length,missing controlled_by
ENCSR530XQI	ENCFF945QMW	L3MBTL2	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	43446682	https://encode-public.s3.amazonaws.com/2015/03/13/ab8a3eff-729f-41b1-adf2-2ec4a1b63724/ENCFF945QMW.fastq.gz	92d620c9872131a9a03031948321ec1a	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,moderate library complexity
ENCSR530XQI	ENCFF756MPL	L3MBTL2	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	38953480	https://encode-public.s3.amazonaws.com/2015/03/13/0c135a77-8741-4c2b-9f99-8a109b74e6b8/ENCFF756MPL.fastq.gz	ece84c65e608ebf31cee9958e09a7ae5	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,moderate library complexity
ENCSR530XQI	ENCFF139CLF	L3MBTL2	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	43446682	https://encode-public.s3.amazonaws.com/2015/03/13/7ce044a8-be58-4ff1-97d3-c762a16e7e15/ENCFF139CLF.fastq.gz	ee78560fdede19be09c8596d195de772	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,moderate library complexity
ENCSR530XQI	ENCFF347VNR	L3MBTL2	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	38953480	https://encode-public.s3.amazonaws.com/2015/03/13/61f9f0cb-aed1-415b-ad21-f9515d2e08e5/ENCFF347VNR.fastq.gz	7a355c06c87004de60d5ada6b0ee7245	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,moderate library complexity
ENCSR754MUD	ENCFF378WJL	SKI	HepG2	HepG2 cell,Hep-G2	2	2_1	2	100	paired-ended	37831030	https://encode-public.s3.amazonaws.com/2015/03/14/d52be803-f0d3-4fe3-93ff-ed9ac6ac4568/ENCFF378WJL.fastq.gz	6661003bbb4e548e506b7000df42e4d6	ENCSR770GTP,ENCSR121CWV	mild to moderate bottlenecking
ENCSR754MUD	ENCFF882DKX	SKI	HepG2	HepG2 cell,Hep-G2	3	3_1	1	100	paired-ended	23695102	https://encode-public.s3.amazonaws.com/2015/03/14/9469461a-2be1-4959-acc7-468c69e32a9c/ENCFF882DKX.fastq.gz	5d9ffb678cab96e61ca3392a3e2705d4	ENCSR770GTP,ENCSR121CWV	mild to moderate bottlenecking
ENCSR754MUD	ENCFF023JKK	SKI	HepG2	HepG2 cell,Hep-G2	3	3_1	2	100	paired-ended	23695102	https://encode-public.s3.amazonaws.com/2015/03/14/bd7f6013-ceba-41d3-95e1-38aa995c0bcf/ENCFF023JKK.fastq.gz	119702f3999c0385a2e935a0cf4a16de	ENCSR770GTP,ENCSR121CWV	mild to moderate bottlenecking
ENCSR754MUD	ENCFF718GJY	SKI	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	paired-ended	37831030	https://encode-public.s3.amazonaws.com/2015/03/14/a532e7d7-bac7-44de-88ea-78eb5043630a/ENCFF718GJY.fastq.gz	fa05bb2ae76929e2d24a276a21648362	ENCSR770GTP,ENCSR121CWV	mild to moderate bottlenecking
ENCSR697CUP	ENCFF489ABL	HCFC1	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	1	100	paired-ended	34284992	https://encode-public.s3.amazonaws.com/2015/03/14/22f5da0f-977b-45ec-a6af-0c1527734056/ENCFF489ABL.fastq.gz	f9554b2710d290d9b1a21eb0a942ea8c	ENCSR594UCI,ENCSR217LRF	mild to moderate bottlenecking,antibody characterized with exemption
ENCSR697CUP	ENCFF373VCW	HCFC1	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	2	100	paired-ended	34284992	https://encode-public.s3.amazonaws.com/2015/03/14/73f76def-199f-403f-a84b-d4e72c2aa554/ENCFF373VCW.fastq.gz	ba86fee1701cdc4cbf6c6621c5e606d6	ENCSR594UCI,ENCSR217LRF	mild to moderate bottlenecking,antibody characterized with exemption
ENCSR697CUP	ENCFF961XAS	HCFC1	MCF-7	MCF7,MCF7 cell,MCF-7 cell	3	3_1	2	100	paired-ended	47215531	https://encode-public.s3.amazonaws.com/2015/03/14/4517c28a-d2a3-4b8e-bdc9-70f4455858d9/ENCFF961XAS.fastq.gz	32e0c1f98bc718fbe123a221c790458a	ENCSR594UCI,ENCSR217LRF	mild to moderate bottlenecking,antibody characterized with exemption
ENCSR697CUP	ENCFF884TDT	HCFC1	MCF-7	MCF7,MCF7 cell,MCF-7 cell	3	3_1	1	100	paired-ended	47215531	https://encode-public.s3.amazonaws.com/2015/03/14/680040a6-f87d-41b1-8557-ea51e91edd1b/ENCFF884TDT.fastq.gz	b02b50f86a08ff766e2adf0b991e401c	ENCSR594UCI,ENCSR217LRF	mild to moderate bottlenecking,antibody characterized with exemption
ENCSR000DOA	ENCFF000YHX	CCNT2	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	36	single-ended	27469960	https://encode-public.s3.amazonaws.com/2010/10/20/5e0aca64-ce6f-41ee-bc4f-041e49065752/ENCFF000YHX.fastq.gz	a045579dd4e76048510aa8377e441f35	ENCSR000FAK	low read length,extremely low read depth,mixed read lengths,borderline replicate concordance,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000DOA	ENCFF000YHY	CCNT2	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	27	single-ended	9893353	https://encode-public.s3.amazonaws.com/2010/10/20/d4816a08-1c44-4600-8da9-0f32e8f8d082/ENCFF000YHY.fastq.gz	d204ec18d752c4309b35396f9e0b0805	ENCSR000FAK	low read length,extremely low read depth,mixed read lengths,borderline replicate concordance,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR113LAS	ENCFF887TWQ	MTA2	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	19052673	https://encode-public.s3.amazonaws.com/2014/12/18/6c02d9f7-2317-4824-97d2-ae89cca1b451/ENCFF887TWQ.fastq.gz	1ea14147f96fdab2e6614a64452d19c0	ENCSR173USI,ENCSR554FDZ	low read depth
ENCSR113LAS	ENCFF697STR	MTA2	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	20604873	https://encode-public.s3.amazonaws.com/2014/12/18/b7ca4b14-2ba5-4cb5-9dbd-2571f2075152/ENCFF697STR.fastq.gz	a847ce904c322894c5baeedda0b5144c	ENCSR173USI,ENCSR554FDZ	low read depth
ENCSR113LAS	ENCFF766QOB	MTA2	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	20604873	https://encode-public.s3.amazonaws.com/2014/12/18/79c8983f-d0f2-4bbc-be97-786b1982de92/ENCFF766QOB.fastq.gz	01c2562d976dea65e8adaed002deb397	ENCSR173USI,ENCSR554FDZ	low read depth
ENCSR113LAS	ENCFF374EZV	MTA2	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	19052673	https://encode-public.s3.amazonaws.com/2014/12/18/6c2f304b-89bf-478b-99f1-6e1b786bd919/ENCFF374EZV.fastq.gz	f4136ea8108af7fd46d80acf665be8a4	ENCSR173USI,ENCSR554FDZ	low read depth
ENCSR000EFX	ENCFF000YTS	MAZ	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	36	single-ended	30146614	https://encode-public.s3.amazonaws.com/2012/07/01/7b4e2299-fa1a-4009-8625-86886ec7d5c0/ENCFF000YTS.fastq.gz	7764a7265cc813dc2e85a9e953587f17	ENCSR000EHI	borderline replicate concordance,low read length,missing controlled_by
ENCSR000EFX	ENCFF000YTU	MAZ	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	36	single-ended	26108109	https://encode-public.s3.amazonaws.com/2012/07/01/2f75df7d-5b1c-4a3b-a0b6-4e0f5b70ebaa/ENCFF000YTU.fastq.gz	7b6df34d5c6334c8d6a84d690b22fe3e	ENCSR000EHI	borderline replicate concordance,low read length,missing controlled_by
ENCSR000DMR	ENCFF000SAX	CTCF	MCF-7	MCF7,MCF7 cell,MCF-7 cell	2	2_1	1	36	single-ended	49327032	https://encode-public.s3.amazonaws.com/2012/07/26/9415338b-9688-4602-89c3-fe00ec71c307/ENCFF000SAX.fastq.gz	e5a1de99ebb821a6d89fdb876c44be75	ENCSR000DMW	mild to moderate bottlenecking,low read length
ENCSR000DMR	ENCFF000SAY	CTCF	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	1	36	single-ended	52296016	https://encode-public.s3.amazonaws.com/2012/07/26/3cc7059e-53c4-45ca-8069-cdf333aab0a5/ENCFF000SAY.fastq.gz	0a6bdde8340853b0651ae5374b6db476	ENCSR000DMW	mild to moderate bottlenecking,low read length
ENCSR387UWP	ENCFF871YPD	HDAC1	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	31577125	https://encode-public.s3.amazonaws.com/2014/12/18/895957f9-014a-4968-9f4b-99dea2557b23/ENCFF871YPD.fastq.gz	48e93287c731aaebf76544ce0fbce53c	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,low read depth
ENCSR387UWP	ENCFF517OWM	HDAC1	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	31577125	https://encode-public.s3.amazonaws.com/2014/12/18/ebcf0a57-2566-433a-8cc3-5915d84cbc12/ENCFF517OWM.fastq.gz	16d6efc238732415c34b547ecacad3ca	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,low read depth
ENCSR387UWP	ENCFF919QDE	HDAC1	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	24136555	https://encode-public.s3.amazonaws.com/2014/12/18/6a99699c-fba5-4bb7-b505-0f538c204992/ENCFF919QDE.fastq.gz	54cabe416864e686cd2161d78657e096	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,low read depth
ENCSR387UWP	ENCFF034CSX	HDAC1	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	24136555	https://encode-public.s3.amazonaws.com/2014/12/18/d9c3d196-7edc-44cc-a2de-4d149d76f95e/ENCFF034CSX.fastq.gz	740ce175817a2fc59f04bd5441eab3dc	ENCSR173USI,ENCSR554FDZ	mild to moderate bottlenecking,low read depth
ENCSR372GIN	ENCFF887BKA	CBX5	GM12878		1	1_1	1	50	single-ended	45078959	https://encode-public.s3.amazonaws.com/2014/12/18/81739c76-a15a-4c5f-aa3a-bafc4377a0ce/ENCFF887BKA.fastq.gz	9bd13a544349ee81954aa27252608855	ENCSR000BVP	mild to moderate bottlenecking,moderate library complexity,low read depth,inconsistent platforms
ENCSR372GIN	ENCFF354VZR	CBX5	GM12878		2	2_1	1	50	single-ended	35002205	https://encode-public.s3.amazonaws.com/2014/12/18/1497fdf4-e646-45b3-aaf3-55f5c2f2c4ef/ENCFF354VZR.fastq.gz	2ad82ac441df32f657ffeeaa693df0de	ENCSR000BVP	mild to moderate bottlenecking,moderate library complexity,low read depth,inconsistent platforms
ENCSR000DLZ	ENCFF000RWD	MYC	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	35	single-ended	13388470	https://encode-public.s3.amazonaws.com/2012/07/26/c21ae043-3ae1-4424-9c72-f5e58d479242/ENCFF000RWD.fastq.gz	79cc7260d5c1c77f6cfd586aadd18984	ENCSR000DMB	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR000DLZ	ENCFF000RWE	MYC	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	35	single-ended	12249806	https://encode-public.s3.amazonaws.com/2012/07/26/fe2a6fb3-2af5-48d4-9e76-cd9b9288e0db/ENCFF000RWE.fastq.gz	65aaa71a340369df8dca70a50a78a92a	ENCSR000DMB	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR000DLZ	ENCFF000RWG	MYC	K562	 K562 cell,K-562,K-562 cell	3	3_1	1	35	single-ended	13407253	https://encode-public.s3.amazonaws.com/2012/07/26/a1356279-1811-40e7-8847-d312b1a01223/ENCFF000RWG.fastq.gz	59b616640a9f9254f8515e7748cc5934	ENCSR000DMB	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
